,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1140,Mycobacterium~phage~Gadjet,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_53/VC_54/VC_55),,,,,,,,,,
1141,Mycobacterium~phage~Gaia,Caudovirales,Siphoviridae,Gaiavirus,,Outlier,,,,,,,,,,
1155,Mycobacterium~phage~Hosp,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_55),,,,,,,,,,
1160,Mycobacterium~phage~JAMaL,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1165,Mycobacterium~phage~Jolie1,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_55),,,,,,,,,,
1167,Mycobacterium~phage~Jovo,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1169,Mycobacterium~phage~KayaCho,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_55),,,,,,,,,,
1181,Mycobacterium~phage~LittleCherry,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1197,Mycobacterium~phage~MosMoris,Caudovirales,Siphoviridae,Marvinvirus,,Overlap (VC_262/VC_302),,,,,,,,,,
1203,Mycobacterium~phage~Myrna,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1210,Mycobacterium~phage~Nigel,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1224,Mycobacterium~phage~Papyrus,Caudovirales,Siphoviridae,Send513virus,,Outlier,,,,,,,,,,
1230,Mycobacterium~phage~Phaedrus,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_54/VC_55),,,,,,,,,,
1236,Mycobacterium~phage~Phelemich,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_55),,,,,,,,,,
1239,Mycobacterium~phage~Phlyer,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_54/VC_55),,,,,,,,,,
1245,Mycobacterium~phage~Pipefish,Caudovirales,Siphoviridae,Pipefishvirus,,Overlap (VC_53/VC_54/VC_55),,,,,,,,,,
1265,Mycobacterium~phage~Sbash,Caudovirales,Siphoviridae,Che9cvirus,,Outlier,,,,,,,,,,
1277,Mycobacterium~phage~Smeadley,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1283,Mycobacterium~phage~Sparky,Unassigned,Unassigned,Unassigned,,Overlap (VC_262/VC_302),,,,,,,,,,
1286,Mycobacterium~phage~Stinger,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1289,Mycobacterium~phage~Swirley,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1294,Mycobacterium~phage~Theia,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1309,Mycobacterium~phage~UnionJack,Unassigned,Unassigned,Unassigned,,Overlap (VC_274/VC_275),,,,,,,,,,
1312,Mycobacterium~phage~Vincenzo,Caudovirales,Siphoviridae,Coopervirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1330,Mycobacterium~virus~Acadian,Caudovirales,Siphoviridae,Acadianvirus,,Overlap (VC_53/VC_55),,,,,,,,,,
1335,Mycobacterium~virus~Babsiella,Caudovirales,Siphoviridae,Brujitavirus,,Outlier,,,,,,,,,,
1340,Mycobacterium~virus~Brujita,Caudovirales,Siphoviridae,Brujitavirus,,Outlier,,,,,,,,,,
1347,Mycobacterium~virus~Che9c,Caudovirales,Siphoviridae,Che9cvirus,,Outlier,,,,,,,,,,
1382,Mycoplasma~phage~MAV1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1383,Mycoplasma~phage~phiMFV1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1384,Mycoplasma~virus~P1,Caudovirales,Podoviridae,Unassigned,,Singleton,,,,,,,,,,
1385,Myxococcus~phage~Mx8,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1386,NZ_CP034445.1_Mesorhizobium_sp._M2A.F.Ca.ET.043.02.1.1_chromosome__complete_genome_fragment_35,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_78),,,,,,,,,,
1388,NZ_CP034446.1_Mesorhizobium_sp._M2A.F.Ca.ET.043.05.1.1_chromosome__complete_genome_fragment_23,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1393,NZ_CP034450.1_Mesorhizobium_sp._M4B.F.Ca.ET.058.02.1.1_chromosome_fragment_12,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1394,NZ_CP034450.1_Mesorhizobium_sp._M4B.F.Ca.ET.058.02.1.1_chromosome_fragment_20,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1400,NZ_CP034453.1_Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1_chromosome_fragment_77,Unassigned,Unassigned,Unassigned,,Overlap (VC_305/VC_309/VC_314),,,,,,,,,,
1401,NZ_CP034454.1_Mesorhizobium_sp._M8A.F.Ca.ET.057.01.1.1_chromosome_fragment_43,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_83),,,,,,,,,,
1402,NZ_CP034454.1_Mesorhizobium_sp._M8A.F.Ca.ET.057.01.1.1_chromosome_fragment_71,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1405,NZ_CP034779.1_Mesorhizobium_sp._M7A.F.Ce.TU.012.03.2.1_chromosome_fragment_47,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1407,NZ_RZOF01000169.1_Mesorhizobium_sp._M4B.F.Ca.ET.017.02.2.1_NODE_169_length_13015_cov_4.06355__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1408,NZ_RZOF01000367.1_Mesorhizobium_sp._M4B.F.Ca.ET.017.02.2.1_NODE_367_length_6142_cov_3.7744__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1410,NZ_RZOH01000465.1_Mesorhizobium_sp._M4B.F.Ca.ET.019.03.1.1_NODE_465_length_4839_cov_2.89788__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1411,NZ_RZOH01000493.1_Mesorhizobium_sp._M4B.F.Ca.ET.019.03.1.1_NODE_493_length_4452_cov_2.44994__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1414,NZ_RZOI01000056.1_Mesorhizobium_sp._M4A.F.Ca.ET.020.02.1.1_NODE_56_length_16673_cov_3.29228__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1415,NZ_RZOI01000262.1_Mesorhizobium_sp._M4A.F.Ca.ET.020.02.1.1_NODE_262_length_7454_cov_4.01215__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1416,NZ_RZOI01000478.1_Mesorhizobium_sp._M4A.F.Ca.ET.020.02.1.1_NODE_478_length_4843_cov_2.75466__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1417,NZ_RZOI01000697.1_Mesorhizobium_sp._M4A.F.Ca.ET.020.02.1.1_NODE_697_length_3151_cov_3.21362__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1418,NZ_RZOI01000776.1_Mesorhizobium_sp._M4A.F.Ca.ET.020.02.1.1_NODE_776_length_2730_cov_2.62582__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1420,NZ_RZOJ01000173.1_Mesorhizobium_sp._M4A.F.Ca.ET.022.05.2.1_NODE_173_length_11447_cov_3.27686__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1421,NZ_RZOJ01000329.1_Mesorhizobium_sp._M4A.F.Ca.ET.022.05.2.1_NODE_329_length_6677_cov_2.26427__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1422,NZ_RZOJ01000384.1_Mesorhizobium_sp._M4A.F.Ca.ET.022.05.2.1_NODE_384_length_5735_cov_2.48288__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1423,NZ_RZOL01000024.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.02.1.1_NODE_24_length_31718_cov_2.98984__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1424,NZ_RZOL01000132.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.02.1.1_NODE_132_length_14804_cov_2.87313__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_78),,,,,,,,,,
1426,NZ_RZOL01000211.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.02.1.1_NODE_211_length_10369_cov_3.29164__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1427,NZ_RZOL01000221.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.02.1.1_NODE_221_length_10017_cov_2.88332__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1428,NZ_RZOL01000238.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.02.1.1_NODE_238_length_9583_cov_3.3475__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1429,NZ_RZOL01000506.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.02.1.1_NODE_506_length_3907_cov_2.52831__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1431,NZ_RZOM01000140.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.03.2.1_NODE_140_length_8685_cov_2.45326__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1432,NZ_RZOM01000192.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.03.2.1_NODE_192_length_7333_cov_2.87857__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1433,NZ_RZOM01000262.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.03.2.1_NODE_262_length_6387_cov_2.23466__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1434,NZ_RZOM01000276.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.03.2.1_NODE_276_length_6265_cov_2.57559__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1435,NZ_RZOM01000450.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.03.2.1_NODE_450_length_4707_cov_1.91572__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1436,NZ_RZOM01000564.1_Mesorhizobium_sp._M7A.F.Ca.ET.027.03.2.1_NODE_564_length_3978_cov_1.7115__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1438,NZ_RZOO01000123.1_Mesorhizobium_sp._M2A.F.Ca.ET.029.05.1.1_NODE_123_length_13413_cov_2.95401__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1441,NZ_RZOS01000235.1_Mesorhizobium_sp._M4B.F.Ca.ET.089.01.1.1_NODE_235_length_8890_cov_3.46468__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1442,NZ_RZOS01000316.1_Mesorhizobium_sp._M4B.F.Ca.ET.089.01.1.1_NODE_316_length_6812_cov_3.48661__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1443,NZ_RZOS01000625.1_Mesorhizobium_sp._M4B.F.Ca.ET.089.01.1.1_NODE_625_length_2629_cov_3.20144__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1444,NZ_RZOT01000001.1_Mesorhizobium_sp._M4A.F.Ca.ET.090.04.2.1_NODE_1_length_64721_cov_7.88905__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1445,NZ_RZOT01000121.1_Mesorhizobium_sp._M4A.F.Ca.ET.090.04.2.1_NODE_121_length_12208_cov_3.17896__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1446,NZ_RZOT01000319.1_Mesorhizobium_sp._M4A.F.Ca.ET.090.04.2.1_NODE_319_length_6951_cov_2.35273__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1447,NZ_RZOT01000332.1_Mesorhizobium_sp._M4A.F.Ca.ET.090.04.2.1_NODE_332_length_6744_cov_3.00212__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1448,NZ_RZOU01000005.1_Mesorhizobium_sp._M2D.F.Ca.ET.140.01.1.1_NODE_5_length_396500_cov_69.2488__whole_genome_shotgun_sequence_fragment_3,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1450,NZ_RZOV02000010.1_Mesorhizobium_sp._M2D.F.Ca.ET.148.01.1.1_NODE_10_length_264985_cov_13.9561__whole_genome_shotgun_sequence_fragment_2,Unassigned,Unassigned,Unassigned,,Overlap (VC_305/VC_309),,,,,,,,,,
1451,NZ_RZOW02000002.1_Mesorhizobium_sp._M1D.F.Ca.ET.183.01.1.1_NODE_2_length_647585_cov_14.6862__whole_genome_shotgun_sequence_fragment_3,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1452,NZ_RZPA02000005.1_Mesorhizobium_sp._M2D.F.Ca.ET.232.01.1.1_NODE_5_length_425132_cov_25.0988__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1457,NZ_RZPH01000027.1_Mesorhizobium_sp._M7A.F.Ca.CA.004.04.2.1_NODE_27_length_15971_cov_3.01767__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_78),,,,,,,,,,
1458,NZ_RZPK01000153.1_Mesorhizobium_sp._M7A.F.Ca.CA.002.03.2.1_NODE_153_length_10615_cov_3.08524__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1459,NZ_RZPM01000306.1_Mesorhizobium_sp._M7A.F.Ca.CA.001.06.1.1_NODE_305_length_7554_cov_3.60576__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1460,NZ_RZPR01000016.1_Mesorhizobium_sp._M7A.F.Ca.CA.004.06.2.1_NODE_16_length_61613_cov_4.50675__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_78),,,,,,,,,,
1462,NZ_RZPU01000071.1_Mesorhizobium_sp._M7A.F.Ca.CA.004.02.1.1_NODE_71_length_19238_cov_3.50128__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1463,NZ_RZQA01000465.1_Mesorhizobium_sp._M7A.F.Ca.US.006.04.2.1_NODE_465_length_5147_cov_3.44044__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1464,NZ_RZQE01000449.1_Mesorhizobium_sp._M7A.F.Ca.US.002.01.1.1_NODE_449_length_4896_cov_2.91801__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1465,NZ_RZQE01000537.1_Mesorhizobium_sp._M7A.F.Ca.US.002.01.1.1_NODE_537_length_3656_cov_3.15812__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1466,NZ_RZQG01001117.1_Mesorhizobium_sp._M7D.F.Ca.US.004.03.1.1_NODE_1117_length_1724_cov_2.35629__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1467,NZ_RZQK01000638.1_Mesorhizobium_sp._M7A.F.Ca.CA.001.14.1.1_NODE_637_length_2607_cov_2.74718__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1468,NZ_RZQL01000061.1_Mesorhizobium_sp._M7A.F.Ca.US.006.01.1.1_NODE_60_length_29932_cov_3.21074__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_304/VC_312),,,,,,,,,,
1469,NZ_RZQM01000234.1_Mesorhizobium_sp._M7A.F.Ca.US.006.01.2.1_NODE_234_length_9929_cov_3.30514__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1470,NZ_RZQR01000117.1_Mesorhizobium_sp._M7A.F.Ca.CA.001.15.1.1_NODE_117_length_19406_cov_3.69008__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1471,NZ_RZQU01000273.1_Mesorhizobium_sp._M7A.F.Ca.CA.004.05.2.1_NODE_272_length_7313_cov_2.26343__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1472,NZ_RZQV01000627.1_Mesorhizobium_sp._M7A.F.Ca.CA.002.15.1.1_NODE_627_length_2573_cov_4.13123__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1473,NZ_RZQX01000335.1_Mesorhizobium_sp._M7A.F.Ca.CA.001.09.2.1_NODE_335_length_6975_cov_2.3585__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1474,NZ_RZRD01000308.1_Mesorhizobium_sp._M7A.F.Ca.CA.001.12.2.1_NODE_307_length_7402_cov_2.24179__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1475,NZ_RZRD01000412.1_Mesorhizobium_sp._M7A.F.Ca.CA.001.12.2.1_NODE_411_length_6008_cov_3.46302__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1476,NZ_RZRE01000343.1_Mesorhizobium_sp._M7A.F.Ca.US.001.04.1.1_NODE_342_length_4444_cov_2.09196__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1477,NZ_RZRF01000003.1_Mesorhizobium_sp._M7A.F.Ca.US.001.04.2.1_NODE_3_length_142454_cov_3.91371__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1481,NZ_RZRP01000513.1_Mesorhizobium_sp._M7A.F.Ca.US.005.03.2.1_NODE_513_length_4620_cov_2.88738__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1483,NZ_RZRT01000063.1_Mesorhizobium_sp._M7A.F.Ca.US.011.01.1.1_NODE_63_length_29844_cov_6.08753__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1484,NZ_RZRT01000128.1_Mesorhizobium_sp._M7A.F.Ca.US.011.01.1.1_NODE_128_length_4295_cov_14.2416__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1485,NZ_RZRU01000005.1_Mesorhizobium_sp._M7A.F.Ca.US.008.03.1.1_NODE_5_length_308554_cov_8.15811_seq1__whole_genome_shotgun_sequence_fragment_3,Unassigned,Unassigned,Unassigned,,Overlap (VC_304/VC_312),,,,,,,,,,
1486,NZ_RZRW01000586.1_Mesorhizobium_sp._M7A.F.Ca.US.014.04.1.1_NODE_585_length_3485_cov_1.32519__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1487,NZ_RZRX01000244.1_Mesorhizobium_sp._M2A.F.Ca.ET.042.01.1.1_NODE_244_length_9865_cov_2.94475__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1488,NZ_RZRY01000001.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_1_length_84202_cov_3.76577__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1489,NZ_RZRY01000002.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_2_length_61537_cov_7.32553__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1490,NZ_RZRY01000025.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_25_length_25273_cov_3.5826__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_78),,,,,,,,,,
1491,NZ_RZRY01000216.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_216_length_9077_cov_2.8038__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1492,NZ_RZRY01000406.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_406_length_5751_cov_3.44399__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1493,NZ_RZRY01000444.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_444_length_5360_cov_2.12249__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1494,NZ_RZRY01000601.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_601_length_3838_cov_2.50499__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1495,NZ_RZRY01000746.1_Mesorhizobium_sp._M2A.F.Ca.ET.039.01.1.1_NODE_746_length_2846_cov_2.089__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1496,NZ_RZSA01000070.1_Mesorhizobium_sp._M2A.F.Ca.ET.037.01.1.1_NODE_70_length_12057_cov_2.92037__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1497,NZ_RZSA01000137.1_Mesorhizobium_sp._M2A.F.Ca.ET.037.01.1.1_NODE_137_length_9848_cov_2.69149__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1498,NZ_RZSA01000216.1_Mesorhizobium_sp._M2A.F.Ca.ET.037.01.1.1_NODE_216_length_7806_cov_2.53471__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1499,NZ_RZSA01000229.1_Mesorhizobium_sp._M2A.F.Ca.ET.037.01.1.1_NODE_229_length_7647_cov_2.11928__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1500,NZ_RZSA01000275.1_Mesorhizobium_sp._M2A.F.Ca.ET.037.01.1.1_NODE_275_length_6943_cov_2.97902__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1501,NZ_RZSA01000571.1_Mesorhizobium_sp._M2A.F.Ca.ET.037.01.1.1_NODE_571_length_4402_cov_1.96023__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1503,NZ_RZSC01000516.1_Mesorhizobium_sp._M1E.F.Ca.ET.063.01.1.1_NODE_516_length_4342_cov_1.80047__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1504,NZ_RZSC01000526.1_Mesorhizobium_sp._M1E.F.Ca.ET.063.01.1.1_NODE_526_length_4294_cov_3.28366__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1505,NZ_RZSC01000528.1_Mesorhizobium_sp._M1E.F.Ca.ET.063.01.1.1_NODE_528_length_4279_cov_2.35621__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1507,NZ_RZSE01000154.1_Mesorhizobium_sp._M4B.F.Ca.ET.049.02.1.2_NODE_154_length_13284_cov_3.7162__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1509,NZ_RZSE01000617.1_Mesorhizobium_sp._M4B.F.Ca.ET.049.02.1.2_NODE_617_length_2835_cov_4.72784__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1511,NZ_RZSF01000011.1_Mesorhizobium_sp._M1A.F.Ca.ET.072.01.1.1_NODE_11_length_50958_cov_3.90941__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_76/VC_83),,,,,,,,,,
1512,NZ_RZSF01000055.1_Mesorhizobium_sp._M1A.F.Ca.ET.072.01.1.1_NODE_55_length_28147_cov_3.4647__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1514,NZ_RZSF01000299.1_Mesorhizobium_sp._M1A.F.Ca.ET.072.01.1.1_NODE_299_length_8381_cov_3.56651__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1516,NZ_RZSG01000189.1_Mesorhizobium_sp._M4A.F.Ca.ET.050.02.1.1_NODE_189_length_8789_cov_2.85892__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1517,NZ_RZSG01000308.1_Mesorhizobium_sp._M4A.F.Ca.ET.050.02.1.1_NODE_308_length_6638_cov_2.70009__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1518,NZ_RZSH01000036.1_Mesorhizobium_sp._M4B.F.Ca.ET.013.02.1.1_NODE_36_length_28902_cov_3.75576__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1520,NZ_RZSH01000193.1_Mesorhizobium_sp._M4B.F.Ca.ET.013.02.1.1_NODE_193_length_10070_cov_3.69003__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1521,NZ_RZSJ01000002.1_Mesorhizobium_sp._M8A.F.Ca.ET.021.01.1.1_NODE_2_length_59966_cov_4.18832__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1522,NZ_RZSJ01000025.1_Mesorhizobium_sp._M8A.F.Ca.ET.021.01.1.1_NODE_25_length_23049_cov_4.40681__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1524,NZ_RZSJ01000275.1_Mesorhizobium_sp._M8A.F.Ca.ET.021.01.1.1_NODE_275_length_7643_cov_3.66472__whole_genome_shotgun_sequence,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1525,NZ_RZSK01000032.1_Mesorhizobium_sp._M2A.F.Ca.ET.015.02.1.1_NODE_32_length_42341_cov_4.25425__whole_genome_shotgun_sequence_fragment_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
